,titles,category
0,뉴욕증시분기실적주시하며장초반상승세넷플릭스상승,World
1,트럼프로뭉쳐야미공화당서헤일리사퇴여론봇물대선,World
2,구축함총통선거후대만해협첫통과항행자유수호의지,World
3,힘받는우에다월피봇초저금리시대폐막,World
4,트럼프성난백인몰표로연승바이든과재대결가시화,World
5,카타르홍해상황탓운송일정영향받을듯,World
6,카타르홍해상황탓운송일정영향받을듯,World
7,세계기록경신세할머니수영하면모든걱정사라져,World
8,스트롱맨들의재회트럼프기다리는북중러,World
9,바이든트럼프재대결변수는,World
10,통잠을못자한달에한번마셔도수면장애온다는음료,World
11,러수송기추락우크라포로명전원사망러우크라가미사일격추,World
12,러수송기추락우크라포로명사망,World
13,우즈벡최고수준관계로격상시진핑우즈벡제품많이수입할용의,World
14,생식기술발달로멸종위기북부흰코뿔소복원희망생겨,World
15,소말리아에티오피아소말릴란드항구임차놓고긴장고조,World
16,대버거인앤아웃사상최초폐점매장발표이유는,World
17,연승트럼프사실상후보확정남은건사법리스크,World
18,코커스프라이머리란월슈퍼화요일관건,World
19,뉴햄프셔선택도트럼프바이든과대결가시화,World
20,트럼프뉴햄프셔경선서낙승바이든과리턴매치유력종합보,World
21,총선돌풍태국야당기수피타벼랑끝회생,World
22,다급한이틀연속부양책대대적돈풀기로출구모색,World
23,지준율전격인하유동성조원푼다,World
24,팀트럼프외교원톱오브라이언통상엔라이트하이저,World
25,아카데미오른전쟁의기록전세계에인류애를묻다,World
26,인플레완화임금증가로미국인들경제낙관커져대선영향관심,World
27,대만단교섬나라나우루과국교회복하나의중국,World
28,연승으로대세론굳힌트럼프반전노리는헤일리,World
29,월드이슈긴장고조되는중동지역핵심변수는이란,World
30,정전으로신칸센대규모운행중단시간갇혀,World
31,한국노쇼호날두가또중국팬들미안이번엔사과,World
32,대세의벽에제대로막힌헤일리바람,World
33,성난보수공화당원몰표중도층도트럼프로돌아섰다,World
34,리턴매치로굳어지는미대선,World
35,초반연승대세론굳힌트럼프헤일리경선안끝났다,World
36,지구종말까지남은시간초핵기후변화가위협,World
37,지준율포인트전격인하조원푼다,World
38,올해최강한파에대설까지덮쳐곳곳몸살,World
39,대만손절하더니열흘만에니하오중국절친으로거듭난이나라,World
40,드디어튀르키예의회스웨덴나토가입비준,World
41,트럼프꺾을승부수로임신중지권보장연일띄우는바이든,World
42,트럼프뉴햄프셔경선승리헤일리사퇴압력에도끝아니다,World
43,우크라포로명태운러군수송기추락미사일피격주장종합,World
44,하마스공격에이스라엘병사명몰사개전후최대,World
45,우크라포로명탄러시아수송기추락탑승객전원사망,World
46,군사대국뒷배업은진퇴양난내부서우려의발언지금이뉴스,World
47,하나의중국지지한필리핀높이평가,World
48,어차피승자는트럼프깐부제가할게요호위무사들줄섰다는데,World
49,속보우크라전쟁포로명태운러군수송기접경지벨고로드서추락,World
50,태국개혁기수피타의원직유지헌재선거법관련판결,World
51,지준율인하로조원공급증시부양카드도만지작,World
52,비행기이륙준비중바퀴가툭탑승자명아찔기종은,World
53,대각선으로떨어지더니화염러포로태운수송기격추된것영상,World
54,러시아군수송기추락우크라포로명전원사망,World
55,러시아국방부우크라포로명태운러수송기추락영상,World
56,벤틀리세발자전거마사지만원만수르급두바이아기화제,World
57,정전으로신칸센대규모운행중단시간갇혀,World
58,미국친이란세력공격잇따라강행후티반군대함미사일기파괴,World
59,자동차생산라인에키로봇투입한다,World
60,튀르키예의회스웨덴나토가입의결헝가리뒤따를까,World
61,태국개혁기수피타의원직유지헌재선거법관련판결종합,World
62,연봉억정년보장현대차킹산직어쩌나생산라인에휴머노이드본격투입,World
63,미국대버거인앤아웃첫폐점나왔다이유는,World
64,트럼프경선서연속과반승대세론쐐기,World
65,영상우크라포로명태운러수송기추락탑승자전원사망,World
66,지구종말까지초핵위협온난화우려여전,World
67,우크라이나포로명태운러시아군수송기추락전원사망,World
68,부양책또꺼낸지준율인하유동성조원추가,World
69,디플레우려내달일부터지준율조원푼다종합,World
70,당원들전폭적지지트럼프대세론비결헤일리사퇴압박수위높일듯,World
71,뉴햄프셔경선서승리한트럼프위하고도헤일리사퇴압박,World
72,승인됐는데시세이상급락왜,World
73,경제합시다보조금미루고줄이고미국한입으로두말하나,World
74,우주로확대되는반도체전쟁우주정거장서관련실험,World
75,다시바이든트럼프대선시계빨라진다이재연특파원르포미공화뉴햄프셔경선,World
76,스웨덴가입임박한러시아와냉전본격화,World
77,중국남태평양섬나라나우루와국교회복대만수교국개로줄어,World
