,titles,category
0,태국헌재총선돌풍야권지도자의원직유지결정,World
1,예상밖승리벼랑에서돌아온피타전진당훈풍이끌까,World
2,민심보다당심뉴햄프셔경선당원트럼프지지대선,World
3,테슬라내년엔보급형나올까공급사에내년중반새모델,World
4,푸틴알래스카되찾겠다고미국무부껄껄웃었다,World
5,중국팬들에게미안직접사과한호날두성난팬심은그대로,World
6,나우루와국교재개대만과단절약속종합,World
7,트럼프연승경제이민불만에보수공화당원몰표,World
8,고령논란대선세면팔팔무소속케네디젊음과시행보,World
9,경선계속헤일리텃밭사우스캐롤라이나도험난,World
10,이하마스한달휴전에원칙적합의영구종전안엔이견,World
11,영상이라크내친이란민병대시설공습중동확전레드라인넘을까,World
12,알래스카는러시아땅암시한푸틴미국넘겨줄일절대없다,World
13,하마스가자지구영구휴전안돼도인질석방검토선회,World
14,이스라엘하마스일일시휴전원칙적합의종전조건이견은걸림돌,World
15,트럼프바이든재대결준비박차일단트럼프우세,World
16,이어로이터도김건희보도최재영목사인터뷰도,World
17,지금까지이런후보없었다샤이트럼프사라지며승리조기확정세모금,World
18,트럼프꺾을가능성제로헤일리사퇴거부왜,World
19,류젠차오차기외교수장될것시기는월양회거론,World
20,과갈등필리핀마르코스대만은중국일부유화신호종합,World
21,트럼프대세론확인헤일리경선끝나려면멀었다,World
22,공화경선성난백인남성에여성유색인종까지트럼프뽑았다종합,World
23,명태운비행기앞바퀴빠졌다또사고터진보잉기,World
24,견고해진트럼프대세론바이든트럼프리턴매치확실시,World
25,위협임박해대함미사일파괴미군후티반군또맹폭지금이뉴스,World
26,디올백여당뒤흔들다외신도김건희논란집중조명,World
27,고려항공새해들어평양선양첫운항인력여명입국,World
28,라이칭더당선축하필리핀대통령중국과갈등커지자대만에선긋기,World
29,바이든트럼프보다더큰위험없어낙태권이슈로공세시작,World
30,연승웃을수만없는트럼프낙태권중도층서약점,World
31,트럼프바이든사실상대선후보확정경선빨리끝날수도,World
32,가자전후구상국가해법이스라엘커지는파열음,World
33,독일헌재극우정당하이마트국고보조금지원중단는,World
34,러시아직항노선개국으로늘어,World
35,이팔전쟁개월휴전가닥최종합의안갯속,World
36,또후티맹폭대함미사일기파괴,World
37,바이든후보등록안한뉴햄프서싱거운승부본선채비스타트,World
38,중국간부테슬라심각한도전에직면할것,World
39,트럼프미국에공장지어라긴장하는한국경제녹취록,World
40,미영예멘후티반군또공습도군사력지원,World
41,이륙준비중바퀴빠진황당한비행기델타항공운항보잉기종,World
42,독주채비마친바이든트럼프재대결확실시,World
43,대만방어글쎄트럼프재집권가능성에대만긴장,World
44,올해공화는트럼프의당뉴햄프셔서재입증더힐헤일리하차촉구,World
45,트럼프파죽의연승바이든과리턴매치성큼,World
46,알래스카는러시아땅미국돌려받는일없을것일축,World
47,대만과단교하고중국손잡은나우루외교관계정식복원중국은하나뿐,World
48,여아에게교복으로사로잡아라광고에역겹다비판,World
49,투표용지에이름없어도바이든뉴햄프셔프라이머리압승,World
50,공화당표심등업은트럼프본선행예약버튼눌렀다,World
51,홍해사태에중동에너지운반비용열흘새넘게급등,World
52,연패헤일리월슈퍼화요일서실낱같은반전노린다,World
53,테슬라올들어급락시총조증발,World
54,이하마스한달휴전과인질수감자교환원칙적합의,World
55,러시아가는북한인급증북중접경엔양국오가는트럭늘어서종합,World
56,본선가까워진트럼프중도하차주자들은구애경쟁,World
57,밑빠진독그레이스케일펀드에비트코인현물출시후하락,World
58,튀르키예스웨덴나토가입비준친러헝가리만남았다,World
59,미국또후티맹폭대함미사일기파괴,World
60,포함개국후티차공습지지공동성명발표,World
61,대만인나는중국인아닌대만인만중국인으로여겨,World
62,공화다음네바다코커스투표용지엔헤일리이름이없다왜,World
63,덜떨어진바이든최대위험트럼프대선첫재대결확정,World
