,titles,category
0,중국발사이버위협피해심각은외화벌이조직까지해킹공격,IT
1,국정원작년국제해킹조직공격급증가북한발,IT
2,유료방송수익배분비율개선해야콘텐츠산다,IT
3,외국인건강보험무임승차막는다피부양자조건강화,IT
4,단독아내에게전화했는데다른사람목소리가는껐다켜라,IT
5,올해부터수도권개대학병원신규간호사채용면접같은날본다,IT
6,이래도안와세대취향신세계스타필드수원문연다,IT
7,갤인도에서잘나가네사전예약일만에만대돌파신기록,IT
8,벌써글로벌흥행예고삼성폰새역사쓸까,IT
9,갤럭시예판만대육박올해만대돌파기대,IT
10,유전병으로못걷던쥐가호전됐다,IT
11,세계최대핵융합실험장치제트해체돌입부품재활용가능성따진다,IT
12,나가거든한마디남겨주오카톡추모프로필바뀐점은,IT
13,국정원올해슈퍼선거의해사이버위협커질것,IT
14,갤럭시사전예약판매신기록전망두자릿수증가,IT
15,무협고급두뇌유치로인력난골든타임잡아야,IT
16,제이동통신초읽기회의론은여전,IT
17,스마일게이트전지적독자시점영화화에첫투자이민호등캐스팅확정,IT
18,삼성비침습혈당측정기술개발중애플과헬스케어경쟁,IT
19,국정원북한가상자산동호회회원정보해킹수억원탈취해,IT
20,김홍일방통위원장조속히인체제희망국회도와달라,IT
21,무조건할인먹혔다쿠팡이츠요기요제치고배달앱위,IT
22,생명연유전성하지마비쥐걷게하는유전자치료제개발,IT
23,제이통주파수경매최종낙찰가주목,IT
24,국내공공사이버위협가선거철노린다,IT
25,해외부진에직면한게임규제안공지결국삭제,IT
26,스마일게이트첫투자영화전독시이민호지수출연확정,IT
27,흙뿌리고드릴로갈아도멀쩡갤고릴라아머,IT
28,게임규제완화게임사에호재될까,IT
29,넷플릭스프로레슬링유튜브중계권확보왜,IT
30,오징어게임에삼성갤럭시폰이왜나와알고보니,IT
31,오겜열풍인탈락고배마신참가자얼굴갤으로찰칵,IT
32,기술자립강화화웨이안방시장서스마트폰판매율늘리며애플압박,IT
33,한복판에오겜영희우뚝갤울트라로달고나게임,IT
34,스마트폰시장침체중고폰은성장억대넘게팔렸다,IT
35,년중계권에조억투입넷플릭스가선택한프로그램은,IT
36,초강력게임규제안웹사이트서삭제반등기대감에관련주상승,IT
37,네이버웹툰입학용병서연거래억엔돌파단일작품사상최대,IT
38,가입자억돌파잘나가는넷플릭스다음승부는스포츠,IT
39,셀트리온우시신약개발협력,IT
40,전병희싸이토젠대표글로벌톱암센터모두러브콜올해매출급성장,IT
41,시간잠만자도만원준다난리난돈벌이만명몰렸다,IT
42,구글차세대폰픽셀프로미리보기카메라모양바뀌었네,IT
43,국내연구진희귀난치하지마비유전자치료길열어,IT
44,침수우려있으니우회하세요위험정보미리알려주는내비만든다,IT
45,연내내비게이션에서침수도로위험알린다,IT
46,데이터폭증해결광원소자개발,IT
47,사람처럼의도적으로거짓말하는재교육해도못고쳐,IT
48,위기의식고조토요사장단회의부활,IT
49,애플카또출시지연되나블룸버그년연기에자율주행기능도하향,IT
50,한미결합분수령될통합무효가처분소송쟁점은,IT
51,자막뉴스새로운방법썼다완벽한복제원숭이탄생,IT
52,서버용펌웨어보안취약점픽시페일주의보,IT
53,제로트러스트시대미국은실현에올인한국은이제출발선,IT
54,고고완전자본잠식이에이트상장가능할까,IT
55,갤럭시인도서사전예약판매신기록,IT
56,데이터전송속도급광원소자개발초만에영화편내려받는다,IT
57,스마일게이트첫투자영화전독시캐스팅확정이민호지수나나출연,IT
58,포켓몬보다재밌네팰월드스팀서일만에만장팔려,IT
59,한파만큼이나추운게임업계연이어들려오는구조조정돋보기,IT
60,티맵우버합작우티택시업계와갈등시범서비스시끌,IT
61,차세대반도체핵심입자트라이온비밀풀었다,IT
62,분기만에흑자전환성공한비중로증가,IT
63,비트코인만달러하회그레이스케일환매압력계속,IT
64,제이동통신선정초읽기회의론은여전,IT
65,운명의날시계년연속자정초전,IT
66,스마일게이트첫투자제작전지적독자시점촬영돌입,IT
67,어떤신발살까나이키매장안가도네이버가직원처럼답해준다,IT
68,권혁빈이혼소송쟁점배우자회사설립기여도가끼칠스마일게이트홀딩스지분영향,IT
69,단통법폐지말많고탈많던년이제갈림길,IT
70,진화하는엔씨글로벌서재평가노린다,IT
71,넷플릭스프로레슬링중계에조베팅사상최대투자,IT
72,티맥스그룹티맥스소프트재인수추진한다,IT
73,코로나백신자폐증과연관성발견됐다튀르키예연구팀쥐실험논문촉각,IT
74,만년전껌조각으로밝혀진석기시대청소년들의식습관,IT
75,과기정통부산하출연연공공기관제외추진노조가몽니,IT
76,우주역사는환경이만들지만미래는결국인간의지에달려현안인터뷰,IT
77,국내상장사주주가치제고안간힘지난해자사주조원소각,IT
78,신규가입자급증한넷플릭스프로레슬링독점중계에억달러베팅,IT
79,생명유전자치료기술로하지마비치료성공,IT
80,오스템임플란트글로벌치과기업위달성앞당길묘안은,IT
81,잠만자도시급만원당근알바동네일거리박람회문전성시,IT
82,프레스티지바이오파마허셉틴시밀러진출언제,IT
83,스피커출하량급감생성도안통했다,IT
84,유바이오로직스올해부터콜레라공공백신시장독식,IT
85,갤인도서예판일만에만대전작보다배빠른신기록,IT
86,릴리세계비만치료시장흔들비장의신약통할까,IT
87,애플카년으로연기자율주행레벨도낮춰,IT
88,제이통도전주파수경매사출사표들어보니,IT
89,판사출신게임사대표겜잘알대신법잘알로위기뚫겠다는데,IT
90,단통법폐지로스마트폰가격인하그때는맞고지금은틀리다이유가지,IT
91,보안업계기회의땅중동공략나섰다,IT
92,넷플릭스년독점중계에조원투입,IT
93,틱톡도너해고명내보냈다감원행렬합류,IT
94,중국폰보단삼성이지판세뒤집더니갤인도서신기록,IT
95,승차거부택시손댔다무너질위기카카오편익사라지나기승전플랫폼,IT
96,올해영업흑자전환노리는진시스템반전카드는,IT
97,조승래대안없는단통법폐지는총선용포퓰리즘,IT
98,디앤디파마텍먹는비만약으로승부수,IT
99,종말까지초남은지구종말시계작년과같아도매우불안정,IT
