,titles,category
0,리튬만발견했다던태국사실은만,World
1,올댓차이나홍콩증시반등개장후경기우려로출렁주,World
2,관영지반도체성장위해간섭서벗어나야지정학게임희생양될뿐,World
3,연구소년의료간병비인당만원더내야,World
4,위잇단지지트럼프뉴햄프셔서판끝내나,World
5,트럼프벌써부통령후보띄우기깜짝놀랄인물은아냐,World
6,디샌티스경선하차트럼프지명에이제헤일리만남았다,World
7,난겨우살살주윤발하프마라톤또완주,World
8,살주윤발하프마라톤또완주포레스트검프되겠다,World
9,므라피등인니화산들연이어폭발주민수천명대피,World
10,유럽은우크라밀어준다군사기금조원조성지원검토,World
11,므라피등인니화산들연이어폭발주민수천명대피,World
12,영상열흘째때려도끄떡없는후티미장기전계획수립중,World
13,우크라정보국수장북한현재러시아의최대무기공급국,World
14,꽃무늬셔츠입고춤춘젠슨황상하이지사찾아직원격려,World
15,환율방어급한디플레위기속기준금리일단동결,World
16,언론트럼프재집권헌법개정논의절호의기회,World
17,러사우디제치고최대원유공급국됐다,World
18,트럼프뉴햄프셔서도우위헤일리역전실패땐사퇴압박,World
19,전기차총체적위기포드생산축소스텔란티스피바다경고,World
20,실적시즌돌입하는빅테크테슬라일일애플월일,World
21,우크라러시아깊숙이침투했나발트해최대터미널서폭발,World
22,다리개성기개유기견새삶찾았다세계곳곳모금행렬,World
23,우크라러본토공습하나발트해연안에너지시설드론공격,World
24,생명위협하는추위북극한파로한주만에명사망,World
25,년새중산층억명넘게사라졌다는이나라경제다무너진다,World
26,미국주가사상최고더오르긴어렵다관측부상,World
27,의회대표단대만방문관영도발정도따라대응,World
28,광저우타워비슷해인천랜드마크논란에비판,World
29,검색폭발이슈키워드달탐사선슬림,World
30,코닝삼성울트라커버유리허리높이서떨어뜨려도안깨져,World
31,미유럽항구열어라가자구호품운송허용이스라엘압박,World
32,내이름써달라뉴햄프셔주서기명투표승리노리는바이든,World
33,중국전역새해첫한파동북영하도남방에폭설경보,World
34,리튬만톤찾았다태국세계위보유국됐다더니만결국,World
35,전기차불황에니켈가격년래최저개발업체줄줄이폐광감원,World
36,전역새해들어첫한파동북영하도남방에폭설경보,World
37,미아랍중재국종전하자단계안참여촉구네타냐후거부,World
38,빅테크실적시즌돌입테슬라일일애플월일,World
39,러발트해연안대형가스시설폭발로운영중단우크라드론공격의심,World
40,뉴스포커스중동확전위기고조미이팔협상참여압박,World
41,미이스라엘커지는파열음팔레스타인미래대놓고딴소리,World
42,트럼프굳히기냐헤일리뒤집기냐공화디샌티스대선후보사퇴,World
43,주간뉴욕증시분기월가격지수등주목,World
44,포착살인질의그림도이스라엘인명가둔하마스터널공개,World
45,후티수에즈홍해호르무즈모두막아석유가스공급중단,World
46,수출통제갈륨게르마늄러수출은급증하고미일은급감,World
47,김대중다큐이장면나오자일본인관람객들이술렁였다,World
48,노토강진단수월넘어야완전복구내진수도관도파손,World
49,이미늦은걸까당장온난화멈춰도년까지알프스빙하분의사라져,World
50,트럼프당선돼도년같은충격없을것시장미리대비,World
51,금리쌀때돈땡기자기업들회사채발행년만최대,World
52,회사채시장불타네억달러채권발행,World
53,트럼프대세론굳히나디샌티스트럼프지지하며후보사퇴,World
54,노토강진단수월넘어야완전복구내진수도관도파손,World
55,공화디샌티스사퇴트럼프헤일리양강구도,World
56,제트럼프쇼크올까대선따른경제방향은,World
57,트럼프바이든보다뛰어나공화대선후보디샌티스사퇴,World
58,석유생산급증에힘글로벌원유시장재편,World
59,다리개유기견세계에서모인성금덕에수술대올라,World
60,콩쥐야이거못막아세계전역덮치는북극한파왜,World
61,서방제재무용지물러사우디제치고최대원유공급국으로,World
62,발사비용만원대드론잡는레이저떨어진동전도맞힌다,World
