,titles,category
0,감탄쏟아진갤럭시공개현장갤럭시링시선강탈,IT
1,우리가본블랙홀은진짜블랙홀,IT
2,퀄컴갤럭시울트라에가장진보된스냅드래곤탑재,IT
3,진짜이시대의멸종위기종은정자살리려면살빼라,IT
4,최초폰써본대도호평갤로바꿔야겠어요,IT
5,통화통역삼성갤해외도에이닷은국내파,IT
6,아인슈타인당신이진짜옳았소인류최초관측블랙홀년뒤모습보니,IT
7,이통사첫만원대요금제도분기출시가닥종합,IT
8,조성경모욕과망신주기식의혹학계대토론하자,IT
9,지난해비즈니스석으로가장많이간여행지위는베트남,IT
10,저작은키로덩크슛을이사진찍고도믿지못할이유있었네영상,IT
11,하루만명오가는애플홍대노린다,IT
12,주가상승전망총통선거영향크지않아,IT
13,어바웃년분기흑자약속지킨김성현재무리스크털어낸다,IT
14,나노매출비중로껑충최첨단공정맹활약,IT
15,올트먼이말하는차세대챗개인별답변다른맞춤형,IT
16,팩플만원대요금제나왔다내통신요금비낮추는비결셋,IT
17,한국우주개발선언에그쳐아르테미스참여실체없어,IT
18,천억원대사기혐의빗썸실소유주심서도무죄,IT
19,그린란드빙하더녹아시간당만소실지금기후위기,IT
20,갤럭시에동그라미그리면검색척척삼성손잡은구글녹색창깰까,IT
21,조성경차관망신주기식의혹제기혁신저항느껴,IT
22,강남은뉴진스홍대는빈지노와함께애플홍대일문연다,IT
23,노태문갤럭시엑시노스원가절감아냐일템,IT
24,유튜브도명감원빅테크해고칼바람,IT
25,디지털헬스방점갤럭시링하반기언팩전후출시될듯,IT
26,치지직지난주트위치스트리머대거유입범죄자사전차단종합,IT
27,콘솔판매량도늘었다게임업계변신가속화될까,IT
28,가예측한생존확률환자인간의사는수술할것인가,IT
29,전화문자검색사진영상까지갤럭시가다바꿨다종합,IT
30,동화약품셀트리온알보칠화이투벤칼시츄인수,IT
31,르포갤럭시폰이왔다애플심장부서열린언팩현장,IT
32,첫만원대요금제데이터이월도요금제지각변동,IT
33,시간당만톤녹아내린다그린란드빙상붕괴속도충격,IT
34,더싼온라인요금제요고만원대요금제보다낫다,IT
35,미래혁신연구센터로우주시대대비한다,IT
36,갤출격날는만원대요금제출시발표,IT
37,르포삼성전자서갤럭시공개하자애플젊음의거리홍대에매장열어,IT
38,데이터이월되는만원대요금제출시,IT
39,최초폰갤럭시시장판뒤집을까,IT
40,미카에주목가상자산업권법시급코인브리핑,IT
41,년만에돌아온엑시노스삼성전자글로벌스마트폰제조사공략,IT
42,삼성한번쓰면예전으로못돌아가갤깨알기능은,IT
43,만원대일반요금제,IT
44,제회임성기연구자상대상에김빛내리서울대교수,IT
45,선택약정시월만원대요금제내놨다,IT
46,자율주행눈노린다이노텍대만지분투자,IT
47,실내공기오염심각초미세먼지수치실외보다높아,IT
48,가족간전세권거래의혹까지조성경근거제시없이아니다만,IT
49,통신사첫만원요금제출시덤혜택도강화,IT
50,이강인사인유니폼에명품백까지갤럭시예약어디서,IT
51,현장개선안달라하니개인폰달라하네카카오모빌리티저격피켓든노조,IT
52,속속공개되는넷플릭스오리지널대기라인업만편,IT
53,단독애플홍대스토어이후확점계획없다년만에마무리,IT
54,억년전생성된초거대블랙홀발견기존이론으론설명안돼,IT
55,셀트리온유럽항암제시장에서두각주요유럽국가수주이어져,IT
56,셀트리온유럽주요국서항암제시밀러종수주확대,IT
57,이상률항우연원장우주청내주출범정부와연구자원팀,IT
58,우주청편입되는항우우주공장등미래신기술집중할것,IT
59,한국어로해외식당예약도척척갤궁금할땐화면에동그라미그리면검색,IT
60,항우연원장정부우주개발계획다선언적안한것많아,IT
61,젊음의거리에문여는애플홍대지역사회에헌신할것,IT
62,서로다른반도체를하나로삼성표준칩렛경쟁,IT
63,은행상담원으로부터걸려온전화를받고,IT
64,테크유튜버들의갤평가기능돋보이고디자인깔끔,IT
65,우리아파트는왜안해분리배출쓰레기단번에해결한비법지구뭐래,IT
66,진출년차알리바바클라우드성적표없지만빠른성장중,IT
67,갤공개당일만원대요금제출시예고,IT
68,연거래액조찍은무신사유통가점유율은아직한자릿수,IT
69,항우연원장정부우주개발계획다선언적안한것많아,IT
70,젊음의거리에문여는애플홍대지역사회에헌신할것,IT
71,서로다른반도체를하나로삼성표준칩렛경쟁,IT
72,은행상담원으로부터걸려온전화를받고,IT
73,테크유튜버들의갤평가기능돋보이고디자인깔끔,IT
74,우리아파트는왜안해분리배출쓰레기단번에해결한비법지구뭐래,IT
75,진출년차알리바바클라우드성적표없지만빠른성장중,IT
76,갤공개당일만원대요금제출시예고,IT
77,연거래액조찍은무신사유통가점유율은아직한자릿수,IT
