,titles,category
0,이민자나라캐나다주택난으로외국인유학생수제한,World
1,북한신형미사일시험장된우크라새로운골칫거리,World
2,이스라엘인질전원석방협상안제안논의물꼬트일까,World
3,대만침공아니라봉쇄미군안오면최대개월버텨,World
4,화성상공가로지르는비행기물과생명체흔적찾는다,World
5,국제금값오를것,World
6,북극한파일본도강타북부동해안지역최대적설예고,World
7,미일증시뛰는데홀로추락하는중국외국인셀차이나로년이후최악의출발,World
8,이스라엘휴전협상에하마스지도자가자지구떠나도록제안,World
9,중국군과학자포기한마하속도레일건포탄개발했다,World
10,마이너스금리고수한일본임금물가동향지켜봐야,World
11,인도년뒤세계위경제대국된다,World
12,북한이우크라전쟁에개입한진짜이유덕분에러시아승리할수도송현서의디테일,World
13,중동개국가자지구평화중재안마련두국가해법압박하는국제사회,World
14,뉴햄프셔경선바이든경쟁자는휴전각종캠페인눈길,World
15,인도에년넘게공들이더니소니합병철회한이유,World
16,러서무기얻어가나북한나진항서러시아선박포착,World
17,경선서가짜목소리첫등장슈퍼선거의해전세계주의보,World
18,미국도포기했는데꿈의포탄개발성공,World
19,일주일만에조원썰물효과끝비트코인만달러깨졌다,World
20,신장아커쑤규모강진이상여진만차례이어져,World
21,트럼프굳히기냐헤일리반전이냐미공화경선분수령,World
22,신장강타규모강진으로건물붕괴부상자속출여진차례,World
23,조증안기금투입에항셍장기효과는글쎄종합,World
24,진출은행올해최대리스크는부동산우량기업선별해대출,World
25,유럽겨울폭풍에비행기잇따라회항미국북극한파가고홍수비상,World
26,러점령지포격에사상자속출유엔서또날선공방,World
27,중국윈난성산사태명사망여명매몰신장에는강진,World
28,우리곁에있는세계최대시장을포기할수있는가,World
29,요구에도이스라엘이완강히거부두국가해법이란딥포커스,World
30,첫예비선거트럼프굳히기바이든은,World
31,중국군과학자포기한마하속도레일건포탄개발주장,World
32,자막뉴스박살난러시아유류창고게임체인저된우크라공격목표,World
33,얼어붙은지구촌북극데이터마저꽁꽁기후예측더어려워졌다,World
34,조홍콩증시투입소식에항셍지수이상급등종합,World
35,윤석열자체가싫다던북한이년만에내놓은진심소셜코리아,World
36,진출은행경제최대리스크는부동산위험확산,World
37,노토강진으로쓰레기만만발생년치규모,World
38,발사넘어운송우주기업운송우주선개발몰두,World
39,미중반도체전쟁에끼인트럼프재선시불확실성증폭,World
40,이례적인일벌어진러시아푸틴에도전장낸반전인물지금이뉴스,World
41,독일반극우시위를보며우리의현재를생각하다,World
42,증시역대급호황외국인투자덕분서자금유입도영향,World
43,트럼프무역전쟁예고집권땐모든수입품에관세이상부과또공언,World
44,홍콩증시중국본토보다더암울인도에세계시총위도뺏겼다,World
45,대만선거열흘만에침묵깬관영지통일대세대항하면산산조각,World
46,통화정책경제기대에닛케이도신기록,World
47,경기낙관힘입어증시사상최고치경신,World
48,경제보복시작대만산농수산물종무관세중단할듯,World
49,디샌티스사퇴후만달러모금막판총력나선헤일리,World
50,비트코인현물승인후하락세왜,World
51,미스일본우승한우크라출신귀화인일본인들반응은,World
52,대세트럼프사법리스크넘을까대선전유죄판결가능성,World
53,명품팔아서부동산산다구찌모기업조맨허튼건물매입,World
54,트럼프승리에베팅하는증시테마주하루폭등,World
55,최고미녀뽑는대회서우크라인출신등어리둥절,World
56,북한미사일추가지원때우크라대공방어무너질우려,World
57,샤오미애플제치고작년월중국스마트폰판매위올라,World
58,농민분노파고드는독일프랑스극우정당농업파괴막겠다,World
59,중국의대만전략은침공보다봉쇄지원없으면개월버텨,World
60,삼성전자갤럭시탑재모델개년전대비배,World
61,가자전쟁이후레바논남부서이스라엘공격으로명이상숨져,World
62,신형미사일우크라전장새로운골칫거리로,World
63,연초천장뚫은미일증시바닥향하는중국과대비,World
64,독일러시아견제군인만명모집외국인입대도고려,World
65,미스일본대상에우크라출신귀화인다양성존중사회만들고싶어,World
66,정부가교통위반딱지위조했다고재정난에꼼수덜미잡힌,World
67,미이스라엘에청소년피살조사하라인질가족의회난입,World
68,증시강세에시총조엔종목한달새개,World
69,인도네시아서화산곳연이어폭발주민수천명대피,World
70,중국서북러밀착경고목소리러시아움직임주시해야,World
71,트럼프헤일리뉴햄프셔맞대결현지분위기는,World
72,푸틴에대선도전장낸세러시아반전정치인,World
73,트럼프테마주하루에폭등디샌티스하차로날개,World
74,미영연합군후티반군시설또때렸다군사력파괴,World
75,가일자리뺏는다인간이더효율,World
76,안전하게돈번다환호투자금몰려드는이상품,World
77,영상우크라드론날아러시아때렸다탄도미사일급사정거리,World
78,무력위협의식대만전차도입상반기로서둘러,World
79,우크라전장의새로운골칫거리북한신형미사일,World
80,폭풍이샤로유럽항공편우회잇따라아일랜드서항공대란,World
81,무슬림보란듯종교분쟁지에사원힌두민족주의모디총선승부수,World
82,서북러밀착경고목소리러시아움직임주시해야,World
83,미대선후보경선주별당별천차만별대선,World
84,국내선항공기가왜옆나라에시속겨울폭풍에아수라장된영국,World
85,미전략폭격기대지난주동해서일본자위대와연합훈련,World
86,바이든없는민주당뉴햄프셔경선지지자들이름쓰기운동,World
87,싱크탱크대만침공보다봉쇄가능성대만왕따외교가속화,World
88,비트코인승인후하락세지속만달러선도무너져종합,World
89,비트코인이상급락만달러도붕괴위험,World
90,떠나는투자자들서돈번다,World
91,골드만삭스연준올해회금리인하인플레전망,World
92,서무기얻어가는듯한러시아선박영국위성에딱걸렸다포착,World
93,노토강진쓰레기만발생에골머리일부도시선년치,World
94,북극한파지나니이번엔물난리만명위험,World
95,닛케이거품붕괴후년만최고증시통화정책유지기대,World
96,미북극한파물러가자폭우진눈깨비일부홍수주의보발령,World
97,전략폭격기대지난주동해서자위대와연합훈련,World
98,대세트럼프에눈도장찍자부통령후보들너도나도지지유세,World
99,해산발표해놓고다시파벌존속시키려는자민당갈팡질팡,World
