,titles,category
0,지구종말까지초기록경신중인온난화핵위협,World
1,실적장세미증시혼조은일연속사상최고상보,World
2,중국대만경제무역보복돌입하나징후감지돼,World
3,러시아대규모공습에우크라최소명사망,World
4,농촌노인들손주세뱃돈주다거리나앉을판정부까지지도나섰다,World
5,러키이우하르키우대규모공습최소명사망종합보,World
6,러우크라키이우등에미사일발명사망명부상,World
7,뉴욕유가리비아생산재개한파영향속하락,World
8,러미사일우크라에또사용북러협력김정은에혜택종합,World
9,바이든진짜패배하나트럼프에까지뒤져,World
10,빈부격차극심탑부자자산늘었다,World
11,푸틴대선전엔방북계획없다,World
12,지구종말시계초남았다,World
13,트럼프승리쐐기냐헤일리반전이냐민주는낙태권재점화,World
14,트럼프파죽지세무섭다년전보다더저돌적이고공격적,World
15,달려와영하도차박트럼프맹신한성난사람들뉴햄프셔프라이머리가다,World
16,여자라할수없단말하지마라세일본판송해롱런비결,World
17,러키이우등대규모공습나토우크라에포탄지원계약,World
18,지구종말시계종말까지초작년과같지만안정의미아냐,World
19,러미사일우크라에또사용북러협력심화우려,World
20,여혐콧방귀끼던헤일리이제여자가승리남녀대결띄웠다,World
21,막판동분서주헤일리미래를보자트럼프는대관식준비분주,World
22,그때는맞고지금은틀리다코로나끝나자팬데믹협정외면하는선진국,World
23,큰지진났는데원전괜찮아노토반도시카원전재가동논란,World
24,바이든다자대결서트럼프에뒤져,World
25,대만전문가대만침공보다봉쇄가능성커,World
26,년만에처음푸틴월대선이후방북할듯재종합,World
27,뉴햄프셔경선공화당경선중대분수령에투표소밖여까지대기행렬,World
28,푸틴대선전엔방북계획없어월이후갈듯종합보,World
29,트럼프독주체제헤일리이변뉴햄프셔경선주목,World
30,연방대법멕시코국경철조망제거트럼프측집권땐재건,World
31,민간선박공격후티추가공습후티홍해계속막겠다,World
32,왕위와멀어진의외동딸첫직장은적십자,World
33,종교갈등선거동력으로모디연임노린힌두교정치,World
34,르포트럼프내일한명사라질것헤일리경선은마라톤,World
35,위협현실이된대선바이든딥페이크음성유포,World
36,빈부격차극심한멕시코서탑부자자산년간늘어,World
37,호주최대건강보험사해킹범은러시아인공동제재종합,World
38,트럼트독주냐헤일리반전이냐공화당차경선뉴햄프셔개시,World
39,러키이우등대규모공습명사망명부상,World
