,titles,category
0,상인들불구경왔냐항의대통령실상인모두박수,Politics
1,민주아무리브로맨스화해쇼급했다지만,Politics
2,에선미사일받고에는관계회복알쏭달쏭러시아속내,Politics
3,공무원이떠난빈자리대잘파희망이채운다,Politics
4,지대이낙연광주출마압박정작텃밭인호남민심은싸늘,Politics
5,이낙연신당미래대연합주내통합마무리,Politics
6,책임론부상김경율물러날까,Politics
7,마포갑을계양을해운대갑최대개지역전략공천,Politics
8,윤한충돌봉합시도하지만김건희리스크불씨는그대로,Politics
9,열차함께타자자리있습니까,Politics
10,김건희리스크엇갈린해법몰카정치공작입장표명해야,Politics
11,한파속분기다린한동훈어깨치며친근감도허리숙여인사,Politics
12,윤한갈등봉합수순에갈등촉발자김경율사퇴하나,Politics
13,어깨두드리고열차동반탑승,Politics
14,추미애키운임종석노영민출마안돼,Politics
15,김건희명품백은대통령선물아닌데왜돌려주지않을까,Politics
16,한동훈브로맨스화해쇼저급한인식,Politics
17,백종원에여야모두정계진출러브콜,Politics
18,깍듯이도인사한어깨툭치며악수한,Politics
19,당장악력커진,Politics
20,민주당정권심판론명분사라질수도우려,Politics
21,자리있습니까묻자대통령어같이올라가자,Politics
22,특검법갈등불씨일부특검받아리스크털자,Politics
23,국민의힘이재명정청래저격수투입길열어놨다,Politics
24,속도못내는제지대빅텐트만들기기호번난망,Politics
25,발달장애아왜낳았노말한부산북구청장사과했지만,Politics
26,이철규한동훈사퇴설에너무나간얘기긍정적으로잘봉합될것,Politics
27,도서천갑니다보고에대통령같이가자,Politics
28,대통령실봉합시간걸려숙제못풀어여사공천불씨여전,Politics
29,벼랑끝여권갈등재난앞에멈췄다주일간무슨일이,Politics
30,도인사열차같이타고가자주로민생얘기,Politics
31,친윤김경율비대위원사퇴해야사퇴생각없다,Politics
32,한동훈대통령에깊은존중신뢰있다핵심쟁점은언급안해,Politics
33,민주당컷오프대범죄에음주전과이재명은안걸려,Politics
34,친명이젠친문핵심노려지역구표적출마,Politics
35,열차타고마주앉은시간민생얘기길게나눴다,Politics
36,윤석열정권의여당대표잔혹사왜계속되나,Politics
37,김경율사퇴김건희입장표명갈등출구전략주목정국기상대,Politics
38,한동훈열차자리있습니까윤석열어같이올라가자,Politics
39,한동훈화법이재명민주당회윤석열김건희회,Politics
40,사퇴논란이틀만조우윤석열한동훈일단은화해선택,Politics
41,공천의식윤대통령홍위병초선침묵,Politics
42,민주당윤한갈등반사이익찾다가우왕좌왕공세,Politics
43,윤한충돌이틀만에봉합열차,Politics
44,총선앞분열은공멸이심전심갈등봉합수순,Politics
45,친명비명지역구잇단출사표집안싸움위험수위,Politics
46,이재명에복당권유받은이언주진지하게고민중,Politics
47,김근식약속대련주장은정치적의도김경율마포을출마선당후사논란이어지면불출마하면돼,Politics
48,투나잇이슈윤대통령한동훈서천화재현장동행야정치쇼에활용,Politics
49,나이트포커스윤한갈등봉합수순,Politics
50,화재현장달려간직접대화로갈등조기진화공감대종합,Politics
51,백브핑결혼안한이준석세상물정몰라무임승차폐지에발끈한노인회장이런게꼰대,Politics
52,김경율원희룡전략공천길열려경쟁력낮거나연패한지역에가능,Politics
53,공관위세번연속진곳전략공천마포을도해당,Politics
54,해운대갑사상중영도전략공천가능성치열해진경쟁최대변수급부상,Politics
55,경선없는공천곳가능토록해예외없는상향식혁신안과멀어져,Politics
56,국민의힘단수전략공천기준공개시스템공천강조,Politics
57,김여사디올백발언후국힘탈당이언주민주당재입당할듯,Politics
58,김건희사과사천논란갈등털어낸윤한동행시간분,Politics
59,김건희리스크사천논란갈등뇌관은그대로,Politics
60,국힘탈당이언주전의원돌고돌아민주당재입당할듯,Politics
61,국민의힘서울마포을등연패지역구전략공천한다,Politics
62,김경율거론된마포을등회연속패배지역에전략공천,Politics
63,당총선회연속패배험지출마자우선추천종합,Politics
64,후보경쟁력낮거나총선연패한곳전략공천가능,Politics
65,정면승부정성호대통령무시하고한동훈독자공천하기어려울것,Politics
66,회연속패배지역전략공천이재명정청래지역도해당,Politics
67,국힘서울마포을인천계양을전략공천가능성높아져,Politics
68,단독김건희최근당이사과결정하면따를것의사전달공세우려에결론못내,Politics
69,친윤계이철규사퇴요구는너무나간얘기김경율해명글올렸다삭제,Politics
70,김경률겨냥한친윤김건희앙투아네트마녀사냥하는모습자제해야,Politics
71,이상민한동훈사퇴요구논란에대통령비서실장이책임져야,Politics
72,속보공관위여론조사위후보지지율이위두배이상이면단수공천,Politics
73,임혁백공관위이재명사법리스크돈봉투의원에벌써부터관대,Politics
74,여당탈당이언주돌고돌아다시민주당으로,Politics
75,여회연속패배지역에전략공천서울마포을등해당종합,Politics
76,윤대통령여권장악력훼손한동훈홀로서기일부성과,Politics
77,국민의힘지지율월등히높으면단수공천불출마컷오프지역은우선공천,Politics
78,이준석윤대통령한동훈차전한동훈우세승차전있을듯,Politics
79,불씨안고윤한충돌일단봉합,Politics
80,민주피해상인은안만나윤석열한동훈정치쇼,Politics
81,국민의힘공관위회연속패배지역은전략공천,Politics
82,정면승부송영훈한오해풀정도소통있었을것성치훈이틀만에수습되지,Politics
83,불구경왔나윤석열한동훈화해배경으로쓰인화재현장김은지의뉴스,Politics
84,윤같이가자한깊은존중총선공멸위기감에서둘러손잡아,Politics
85,국힘경선서회이상경고시후보자자격박탈현역컷오프지역우선추천,Politics
86,국민의힘공관위여론조사지지율배차이나면단수공천,Politics
87,공관위연속패배지역전략공천김경율거론된마포을도해당,Politics
88,고민정어깨툭으로끝대통령멱살한동훈뭘하든바지사장될것여의도초대석,Politics
89,예상못한만남이례적생중계화해수습에적극적왜,Politics
90,공관위부산해운대갑인천계양을서울마포을전략공천,Politics
91,여공관위회이상경고시경선후보자격박탈키로,Politics
92,일정당겨내려갔다올라올땐깜짝동승꼬인것들풀렸다,Politics
93,뉴스라운지윤석열만난한동훈신뢰변함없어갈등봉합수순,Politics
94,여랑야랑윤한충돌실전같은약속대련홍익표인신공격말라,Politics
95,안철수김건희명품백논란에진정어린입장표명필요사과거듭주장,Politics
96,김경율비대위사퇴또는불출마하면갈등봉합,Politics
97,자막뉴스온대서기다렸는데당했다울분토한서천상인들,Politics
98,공관위원장후보간인신공격엄격조처계파과열경쟁경고종합,Politics
99,대통령실서천상인분노에해명상인명만나위로,Politics
