,titles,category
0,대통령주문에눈치보는통신사들갤럭시공시지원금늘려야돼,IT
1,구글추격에도네카오아직국내장악력높다,IT
2,갤럭시예약전작상회팩토리방문증가,IT
3,시행년만에단통법폐지폰가격잡을까,IT
4,글로벌양적완화재개시화폐가치비트코인으로대응코인브리핑,IT
5,게임강력규제백지화초안돌연삭제,IT
6,핵융합실험장치년만에해체된다,IT
7,유인촌웹툰종주국확실히넷플릭스같은플랫폼배출,IT
8,카카오그룹사간합병디케이테크인과케이이피사업시너지는,IT
9,게임과몰입미국은규제대상으로보지않아,IT
10,갤시리즈탑재모델년전보다배늘어,IT
11,감사걱정에영수증풀칠연구현장내비효율사라진다,IT
12,포스코창사이래최대매출영업익도펄쩍,IT
13,통신비압박에정체까지영업익조에도웃지못한통신사,IT
14,엄마아이폰사줘말나올까키즈폰에고민인부모들,IT
15,생성형구글이앞섰다이제서너발자국갔을뿐,IT
16,반도체전쟁에난감한트럼프재선시불확실성커질것,IT
17,재미있으면게임없으면메타버스손떼는게임사,IT
18,강상대가린다아시안컵독점스포츠채널번호는,IT
19,과기노조출연연의공공기관지정해제는통폐합전제한조치,IT
20,게임규제책백지화되나게임규제초안돌연삭제,IT
21,프로야구구독으로시청하는시대온다,IT
22,민주당대통령이방심위비대칭기구로만들어형사고발검토,IT
23,비전프로일간만대팔렸다시총위복귀한애플,IT
24,단통법없어지나이통사우려야당책임론유통점환영,IT
25,중국통장현국위메이드대표딱맞았다,IT
26,엔비디아그림그리는올트먼삼성하이닉스윈윈전략은,IT
27,출연연숙원공공기관제외올해는이뤄질까커지는기대감,IT
28,티맥스그룹티맥스소프트재인수추진,IT
29,임종윤한미약품사장지금까지도계약서못봐,IT
30,뉴스줌인오픈국내기업과칩생산협력모색,IT
31,미래국방양자원천기술확보나선다,IT
32,삼성준감위기종료지배구조해답없이공은기로,IT
33,붉은행성서최대두께얼음관측여기는화성,IT
34,마치파노라마처럼몸속유전자가위움직임영상으로본다,IT
35,유료방송시청자명중명코드컷팅고려,IT
36,유럽우주협력본격추진총장도환영의사,IT
37,라이엇게임즈직원명해고전체규모,IT
38,올해공존원년일상화에범부처억투입,IT
39,방심위원편파임명방심위공공성공정성심각한위기,IT
40,유전자가위몸속어디까지갔지실시간으로확인한다,IT
41,게임규제브레이크고강도규제초안사라져,IT
42,에듀플러스의학계열분석연세대서울캠의학계열명미래캠의예간호보건계열명선발캠퍼스별의예과선발유일한대학,IT
43,오픈삼성스타트업만난다칩얼라이언스논의,IT
44,산불겪어보니알겠네기후재난경험이표심을흔든다니지구뭐래,IT
45,문체부만화웹툰계넷플릭스같은성공사례확산대표축제신설,IT
46,올해정부사업은부처합동설명회일진행,IT
47,연구결과인간일자리대체아직비효율적,IT
48,배터리효율따져전기차보조금차등지급국내산에호재될까,IT
49,페이스북뉴스시장서트래픽파워확줄었다,IT
50,자율주행배달로봇전국보도운행가능로봇영상원본학습에활용허용,IT
51,없던일로당국고강도게임규제삭제조치,IT
52,코인원개발자채용에주만에명몰렸다,IT
53,갤허리높이에서떨어뜨려도깨지지않죠비밀은바로이것,IT
54,삼성갤럭시링스마트반지시장의절대반지될까,IT
55,오픈샘알트먼방한삼성와칩공급망구축할까,IT
56,카타르아시안컵강상대는일본사우디,IT
57,단독간암치료제사실상허가공장실사통과,IT
58,주가배오른이유있었네포스코역대최대매출달성,IT
59,스타트업큐어버스뇌질환다발성경화증저분자신약개척,IT
60,뉴스뉴스다시불붙은달탐사경쟁왜,IT
61,미래에셋조이시티투자의견매수목표주가원,IT
62,컨슈머인사이트케이블이용자가입해지고려,IT
63,기업몰리는과천제의판교기대,IT
64,넷플릭스유튜브안되는애플비전프로사용가능한앱개불과,IT
65,비트코인현물해킹소동은심스와핑공격때문,IT
66,헤드셋비전프로의힘애플시가총액위탈환,IT
67,자율주행배달로봇카메라에찍힌내얼굴그대로활용된다는데,IT
68,배달로봇학습시원본영상쓴다인식정밀도높아질까,IT
69,올해분기은행기업대출대폭가계대출은소폭,IT
70,거리에서배달로봇에인사하는날온다전국보도에서실증가능,IT
71,라이더대신로봇이척척자율주행배달로봇운행전국확대,IT
72,과기노조출연연통폐합구조조정반대,IT
73,넷플릭스유튜브전용앱없는데애플비전프로구매욕이끌까,IT
74,게임은역시재미팰월드리썰컴퍼니글로벌서역대급인기,IT
75,갤럭시카메라선명하다는평가많아남녀노소모두만족할화질,IT
76,갤럭시세종그린퇴계블루한국적인색뭔가봤더니,IT
77,뇌전증동반인지장애표적세포찾았다,IT
78,삼성절대반지갤럭시링손가락으로스트레스관리까지,IT
79,에너지음료마시면수면질떨어지고수면장애위험증가,IT
80,단통법폐지추진발표에이통사들당황자초해놓고왜,IT
81,신약기술이전수주증가두날개로난제약바이오,IT
82,방사성동위원소로크리스퍼유전자가위위치추적,IT
83,단통법폐지한다는데갤럭시언제사야되나,IT
84,아우슈비츠찾은머스크다른보다반유대주의적어,IT
85,삼성애플개발경쟁에웨어러블용바이오센서시장배확대전망,IT
86,디케이테크인카카오엔터프라이즈흡수합병자회사통합,IT
87,태국어못해도괜찮아요갤럭시로떠나는미식여행,IT
88,마이크로소프트양자컴퓨터앱개발도구버전출시,IT
89,신작무장한넷마블실적개선드라이브새해기대작풍성,IT
90,이거하나가만원이라고아이폰유저들뿔났다,IT
91,도난당한내아이폰도둑이비번알아내도못쓴다애플보안기능강화배포,IT
92,조성대부사장갤럭시카메라의집결체줌나이토그래피화질개선,IT
93,인스타카메라에서갤고품질촬영기능그대로쓴다,IT
94,갤입체감있는사진비결은개의모델,IT
95,엔솔주가떨어진그룹그룹에시총위내줘,IT
96,갤카메라에개모델줌센서확대,IT
97,티맥스그룹년전매각한티맥스소프트재인수추진,IT
98,에듀플러스수시서수능더중요해진다연세대한양대등주요대학최저학력반영,IT
99,스마트폰시장서나홀로성장화웨이덕분,IT
