,titles,category
0,피해자보고도웃어롤스로이스운전자징역년,Social
1,전청조대중들나에게아직도관심감옥서책써피해보상,Social
2,골목길성폭행후방치대남학생구속송치,Social
3,등록금년째동결한이학교생존비결이라도있었나,Social
4,띵동돈벌게해드립니다서민등치는불법스팸기승,Social
5,수조밝아지더니불꽃에잡힌발화순간,Social
6,인미만중대재해법오늘분수령모레부터시행유력,Social
7,배변못가려생후달강아지마리창밖던진대,Social
8,년간조현병동생방치한대누나우리는왜몰랐을까,Social
9,억썼다어이가없네억복권당첨자가에올린사진,Social
10,광주주택화재로노인명사상,Social
11,롤스로이스뺑소니가해자징역년피해자보며웃어질타,Social
12,주차차량서남녀명숨진채발견경찰아직범죄혐의점은없어,Social
13,대구서경주까지경부고속도로공포의역주행,Social
14,불꽃분뒤신고한자동화재감지기왜늦어졌나,Social
15,광주서구다세대주택화재명사상,Social
16,영하도한파에세노인실종신고접수시간만에구조,Social
17,같은대학교여학생성폭행하고골목에방치한대구속송치,Social
18,한파에실종된세노인버스기사신고로시간만에가족품으로따전소,Social
19,국민연금가입했더라도는사각지대장기체납납부예외,Social
20,광주다세대주택화재명사망명중상,Social
21,알몸으로피흘리며자해하는남성잡고보니환각상태,Social
22,설익은늘봄학교시행총선학부모표심노렸나,Social
23,인구위기극복이민에답있다연중기획소멸위기대한민국미래전략세우자,Social
24,뺑소니후음주측정거부주택화재로노인명사망,Social
25,조기부왕창업주삼영산업직원명전원해고,Social
26,담임얼굴에비키니사진합성한초등생오히려아동학대로신고,Social
27,초누구나방과후돌봄사교육육아부담줄인다,Social
28,마약투약뺑소니사망사고압구정롤스로이스심징역년,Social
29,팔수있는건다판다생계형중고거래,Social
30,마트의무휴업폐지에전통시장한숨뭐먹고살라고,Social
31,고속도로서급정차보복운전대항소심서도벌금형,Social
32,부도대유위니아협력사대금못받고재고쌓이고피해액눈덩이,Social
33,우리애는왕왕자처럼대하라논란된학부모몇달째징계없어,Social
34,박경귀아산시장직무이어갈수있을까오늘대법원선고,Social
35,아이랑붕세권아니라도괜찮아직접만드는제철붕어빵,Social
36,금융위기직격탄년대생부터유예세대본격화년유예사회,Social
37,하필경찰이무술단톱들고행패부린남자최후,Social
38,자책하지말라전세사기피해자위로한판사의말,Social
39,학년반김웅기학생엄마윤옥희씨세월호년명의기억,Social
40,가하사한조짜리수표있다억가로챈대징역형,Social
