,titles,category
0,구독서비스대부분중도해지지원않는데카카오멜론제재의결이해어려워,IT
1,이슈앤포커스임상검증도빅데이터로정확하게장착제약기업돈시간아낀다,IT
2,와의삶원년신약개발부터진단맞춤치료까지바이오빅뱅시작됐다,IT
3,폰갤체험하세요삼성갤럭시스튜디오오픈,IT
4,국내연구진망막질환염증억제하이드로젤개발,IT
5,어르신눈건강의적실명까지이어지는이질병치료법나왔다,IT
6,카카오의소비자기만돈돌려받는멜론중도해지숨겼다덜미,IT
7,독과점지적해소애플페이아니어도결제가능,IT
8,단것좋아하다간항생제내성생긴다달콤한사이언스,IT
9,세계는달탐사경쟁중광대한자원향한디딤돌,IT
10,에이피알일정연기증권신고서상표권특허권소송정정,IT
11,또유튜브에역차별받는카카오중도해지지원했는데과징금억,IT
12,메타버스선도국되려면공공부문에활용확대해야,IT
13,별자리의왕자오리온자리가천문학자에게주목받은이유이광식의천문학,IT
14,멜론중도해지하면환급가능한데고지미흡한카카오과징금억원,IT
15,임직원이메일해킹러시아배후추정,IT
16,공정위멜론에제재중도해지기능제대로안알려,IT
17,애플비전프로사전물량품귀인기공급부족,IT
18,한동훈혁신정치와제도로뒷받침하겠다,IT
19,반도체고심하는오픈올트만와논의중,IT
20,더존비즈온한동훈비대위원장에혁신적생태계소개,IT
21,까마득한리튬가격정상화양극재사상반기도깜깜소부장박대리,IT
22,구글웨이모샌프란시스코이어로자율주행사업확대추진,IT
23,로공공서비스향상디지털플랫폼정부올해공공분야건이상도입,IT
24,삼성전자통신사갤럭시시리즈체험공간운영종합,IT
25,환급가능한멜론중도해지숨긴카카오과징금억,IT
26,러시아배후해킹단체고위임원이메일접근,IT
27,탄소나노튜브란우리가몰랐던과학이야기,IT
28,테크베일리쫓는이중항체신약엘렉스피오블록버스터톺아보기,IT
29,공정위는왜카카오멜론만과징금부과했나,IT
30,메모리반도체시장반등세에삼성감산기조변화할까,IT
31,일론머스크스타트업억달러투자유치확정기업가치최소억달러,IT
32,또카카오때리기공정위중도해지헷갈린다며과징금부과,IT
33,실명유발하는망막질환진행늦추는치료법국내연구진이개발,IT
34,경총대첨단전략산업수출시장점유율하락,IT
35,개국비행사우주정거장서만났다민간우주선도킹성공,IT
36,브리핑이재용회장부당합병재판심선고결과는,IT
37,카카오엔터공정위제재에멜론중도해지충분히안내타구독엔없어,IT
38,오픈올트먼투자자와반도체개발논의,IT
39,실명일으키는망막질환진행늦추는맞춤치료법나왔다,IT
40,명중명실명유발무서운이질환새로운치료법나왔다,IT
41,인삼열매속천연물로실명을막았다,IT
42,미신고가상자산사업자사기가능성높아금감원,IT
43,새로운약물로실명유발망막질환늦출단서찾아,IT
44,멜론중도해지고지미흡공정위제재에카카오이미시정유감표명,IT
45,공정위멜론중도해지기능안내미흡했던카카오제재,IT
46,지방재정관리디지털화가속호조시스템전면개통,IT
47,대방어로역전만루포위풍당당양준혁어부로제의인생이헌재의인생홈런,IT
48,임종룡년시장기대넘는성과보여달라,IT
49,카카오뱅크년간하루평균만명가입했다,IT
50,이동진의파이아키아구독자만돌파,IT
51,설맞이협력사납품대금조기지급,IT
52,삼성전자센트럴시티등곳서갤럭시체험존운영,IT
53,삼성표스마트폰갤럭시스튜디오에서체험,IT
54,에코프로직원지역인재,IT
55,스태빌리티공개최신소형모델이오래된대형모델능가,IT
56,갤럭시체험해보세요삼성전자갤럭시스튜디오운영,IT
57,팔월드스팀서시간동안만이용자확보,IT
58,애플페이제자개발자접근허용독과점이슈물러섰다,IT
59,써보고서토너교체만원대브라더코리아토너세이브복합기,IT
60,오픈반도체생산네트워크구축한다,IT
61,핫테크안식과건강을챙겨주는똑똑한거울,IT
62,케이블끊어져도수초안에메시지복구,IT
63,기능더한갤전국매장서체험존운영,IT
64,툰설툰설청룡의해엔이웹툰흑막용키우기용과운명적로맨스,IT
65,떼려야뗄수없는보안사이버위협우려한목소리,IT
66,모든제품에가서인상깊게본세가지는,IT
67,레이더연상호가돌아왔다넷플릭스오리지널선산,IT
68,와떠나는여행유플러스삼성전자와갤시리즈팝업진행,IT
69,이상대용량으로승부수던지는하드디스크업계고든정의,IT
70,슬림달터치다운핀포인트착륙성공했나,IT
71,설앞두고파트너사납품대금조기지급억원규모,IT
72,법률보건의료학술심리문화대분야초거대서비스개발에억투입,IT
73,설맞아납품대금억원조기지급,IT
74,카카오엔터권기수장윤중신임공동대표내정,IT
75,유튜브이동진의파이아키아구독자만돌파,IT
76,승인에도힘못쓰는비트코인열흘새,IT
77,샘올트먼자체칩생산위해중동투자자와협의중,IT
78,지금은우주시대비상중인스타트업,IT
79,한국원자력학회고준위방폐물특별법처리촉구,IT
80,월말까지전국매장에서갤럭시체험존운영,IT
81,전자고효율히트펌프앞세워공조시장공략강화,IT
82,는핵심사회와의공존힘쓰는네이버,IT
83,명절전협력사납품대금억원조기지급,IT
84,통신케이블끊어져도몇초면메시지서비스복구,IT
85,유플러스삼성전자강남역에갤럭시팝업전시,IT
86,전국주요매장서갤럭시체험존운영,IT
87,설앞두고파트너사납품대금억원조기지급,IT
88,센터출범기업용사업본격화,IT
89,틈삼성전자와강남역일대서갤럭시팝업운영,IT
90,삼성전자와갤럭시팝업전시,IT
91,갤럭시너마저공시지원금년연속만원,IT
92,삼성전자서비스고객평가최고엔지니어명달인선정,IT
93,그룹파트너사납품대금조기지급억규모,IT
94,스타링크위성회피기동주춤불안감은여전,IT
95,월말까지전국매장에서갤럭시체험존운영,IT
96,만원짜리분만에완판애플야심작돌풍조짐,IT
97,메시징시스팀에자동복구기능적용,IT
98,국내통신사최초메시징시스템자동복구기술적용,IT
99,케이블끊어져도메시징이상메시징시스템안정성강화,IT
