,titles,category
0,가자지구사망자만명넘어이스라엘인질도명추가사망이팔전쟁,World
1,월가열풍사상최고치경신,World
2,디샌티스주지사도결국경선하차트럼프지지선언,World
3,만국민허탈리튬만찾았다대박외치더니알고보니만,World
4,지구온난화당장멈춰도년까지빙하분의사라진다,World
5,다리개성기개기형유기견기적의새삶전세계가도왔다,World
6,이스라엘하마스만제거완전소탕의문커져,World
7,공화대선후보디샌티스사퇴트럼프대세론굳히나,World
8,대선공화당대선후보디샌티스사퇴트럼프지지선언,World
9,중동확전위기고조우크라동부포격최소명사망,World
10,디샌티스결국공화경선레이스하차트럼프지지선언종합,World
11,디샌티스사퇴공화경선트럼프헤일리양자구도재편,World
12,현대차정부에광물즉각배제비현실적한시허용해야,World
13,뉴햄프셔대선후보보다부통령후보들이더많아,World
14,트럼프아이오와압승하자년더로달려간바이든,World
15,한국은만원일본은원직장인평균점심값배,World
16,이스라엘하마스협상하나단계전쟁종식목표,World
17,디샌티스결국공화경선레이스하차트럼프지지선언,World
18,공화디샌티스후보사퇴트럼프지지대세론굳히나,World
19,미공화대선후보디샌티스중도사퇴트럼프헤일리양자대결로,World
20,트럼프년전영광재현세몰이헤일리곳폭풍유세강행군,World
21,서방세력친이란확전이란이라크시리아전방위공격,World
22,미국추위에사망자속출호주는폭염에산불위험,World
23,동맹국이라서동맹국이라도바이든트럼프가른한마디바이든트럼프뇌지도,World
24,여성프레카리아트더성난사람들이대선승패가른다바이든트럼프뇌지도,World
25,이스라엘이란의저항의축잇단충돌더불안해진중동,World
26,독일전역서또수십만명극우시위인파몰려조기해산도,World
27,남부군노예제미화동상철거제동미국인종주의척결흐름역풍워싱턴아나토미,World
28,중국이대만치면한반도서북한도바이든행정부대북낙관에연일경고음,World
29,억류웜비어모친헤일리새광고서지지발언뉴햄프셔겨냥,World
30,르포트럼프대공세맞서헤일리게릴라전,World
31,중동곳곳서무력충돌확전막을시간얼마없다,World
32,세계번째로달착륙태양전지미작동에점자평,World
33,트럼프대선뒤집기수사팀에불륜터졌다,World
34,전쟁기후세계지도자들화두는한국과달랐다,World
35,지진때자판기부수고음료수꺼내서불붙은재난윤리논란,World
36,하마스땅굴에치료제없는곰팡이가인질생명위협이팔전쟁,World
37,연초부터감원칼바람넘어금융유통등확산,World
38,세푸틴올해도영하도날씨에얼음물풍덩,World
39,르포대선한복판에떠오른김정은대북정책이슈,World
40,저출산예산유럽절반수준육아지원미래투자더해야,World
41,네타냐후하마스인질석방조건항복요구전면거부,World
42,우크라내러시아점령지포격으로최소명사망,World
43,아프간북동부서구급전세기추락탑승명중명생존종합보,World
44,열흘폭격해도끄떡없는후티상대로장기계획수립중,World
45,하마스이스라엘선제공격변명필요했지만실수있어,World
46,적설량사망자명넘었다북극으로바뀐,World
47,우크라동부러점령지포격최소명사망종합,World
48,헤일리중국은팽창북은미사일위협한미더힘합쳐야,World
49,이젠가벤치마크올해원유생산또새역사쓴다,World
50,중국철강업계소화불량떨어지는철광석가격원자재이슈탐구,World
51,하마스절멸인질구출동시달성어렵다이스라엘군서회의론이팔전쟁,World
52,전선확대중동화약고바이든네타냐후입장차여전,World
53,전역덮친북극한파맹위일주일새명목숨앗아가,World
54,뉴햄프셔경선신경전트럼프헤일리지지선언발표하며막판세몰이,World
55,대만청년들도공무원안해요응시자년새절반뚝,World
56,파벌해체결심한기시다존속주장인자만나,World
57,고작만태국만리튬매장지발견주장철회,World
58,헤일리대두사내가대통령놓고싸워트럼프난세정신은년전보다온전,World
59,얼음물입수에푸틴선거캠프찾아간여성들가족돌려달라시위,World
60,존슨전총리트럼프의복귀세계가필요로할수도,World
61,년만에최고치반색한일본기대감속신중론이유,World
62,기차역지어주고비번은쉬쉬아프리카갑질에에밀착,World
63,이스라엘의도적전장확대미국이란대리전불붙이나,World
64,아프간서러시아민간항공기추락해명사망,World
65,관영매체간섭뿌리치고반도체수출늘려야,World
66,네타냐후바이든도무시내각분열퇴진압박에더극단적마이웨이,World
67,군사력저하잘버티는후티,World
68,우크라군평균연령세신체적감정적으로완전히지쳐,World
69,우크라동부러점령지포격최소명사망,World
70,웜비어모친등장시킨헤일리김정은친구트럼프의외교믿을수있나,World
71,황족여성이받는훈장첩이받게만든친일파김종성의히스토리,World
72,남북의사소한충돌이국지전으로커질수도이영광의거침없이묻는인터뷰,World
73,이스라엘시리아수도공습이란명사망,World
74,하마스측개전후사망자만천명넘어인질석방실현에의구심,World
75,아프간추락항공기는러시아구급전세기로판명명탑승,World
76,개혁속도확끌어올릴때영원히토론만하다경제망가져,World
77,마크롱프랑스대통령일냈다유럽의맹주독일의굴욕,World
78,태국하얀금맥해프닝이틀만에리튬만톤발견무효,World
79,르포트럼프부흥회유세로세과시헤일리게릴라유세표심공략,World
80,트럼프또말실수헤일리너무고령인지능력의문,World
81,고율관세수출통제무력화대통령누가되든우선주의충격파,World
82,이스라엘군개전후하마스전투원사살목표에훨씬미달,World
83,기시다승부수에도파벌해체미완자민당균열커지나뉴스투데이,World
84,년넘은바이킹검발견됐다글자확인해보니깜짝,World
85,열흘째때려도안꺾이는후티장기전계획수립중,World
86,세계번째로달착륙한태양전지고장에반쪽성공,World
87,미국의선택웜비어등장시킨헤일리김정은두둔한트럼프공격,World
88,중국관영지반도체간섭줄이고수출늘려야,World
89,요동치는일본정치년넘게이어진자민당파벌사라질까,World
90,국경도바닷길도막힌중동역내무역관광위축에경제휘청,World
91,골디락스금리에도최고치추가상승여력,World
92,일본달탐사선착륙에도점짜리합격운명불투명이유는,World
93,이번주세계미리보기미공화당뉴햄프셔경선헤일리이변첫질소가스사형집행도주목월드콕,World
94,리튬만톤찾았다태국의깜짝발표이틀만에결국,World
95,내가펠로시이름헷갈린트럼프에헤일리나이들면내리막길당연,World
96,중국경제년의공포이겨내려안간힘,World
97,유세중시위에트럼프쫓아내라헤일리야유말라,World
98,시리아이라크등중동곳곳폭격음역내긴장고조중동화약고이스라엘팔레스타인분쟁,World
99,두번째경선뉴햄프셔트럼프승기굳히나,World
