,titles,category
0,부산경찰청에하위직들이과장식사대접신고감찰착수,Social
1,법원약물뺑소니압구정롤스로이스운전자에징역년엄벌,Social
2,문화계블랙리스트김기춘파기환송심서징역년조윤선징역년개월,Social
3,회삿돈억빼돌려도박에쓴입사새내기알고보니횡령유경험자,Social
4,단독카카오드라마제작사고가인수의혹첫피의자조사인수자금종착지추적중,Social
5,단독경찰대규모마약유통조직적발명구속송치,Social
6,단독교육부음대입시비리의혹경희대현장조사경찰은압수수색,Social
7,이스타배임이상직또유죄회삿돈빼항공사설립,Social
8,전청조책써서피해보상하고싶다남현희와일대질신문,Social
9,배에서기름훔치고주문보다적게주유억꿀꺽한일당,Social
10,광주광산에눈사흘간폭설에피해속출,Social
11,새벽에차없어서고속도로알고도역주행한택시,Social
12,고속도로달리는데수첩주우려다사망사고낸운전자집유,Social
13,롤스로이스뺑소니범징역년피해자보며웃었다,Social
14,엄동설한에실종된세노인시간만에구조,Social
15,추위가기회예요한파가반가운사람들,Social
16,병원가야하는데눈폭탄에고립된산간마을,Social
17,최태원실트론지분인수과징금취소소송승소,Social
18,내일도한파계속제주호남내일까지약한눈,Social
19,부당대출의혹태광경영진자택등압수수색종합,Social
20,목줄풀린대형견도로로뛰어들어차에치여숨져보험사도착하니개값달라고한다,Social
21,만수주공재건축제경인선조속설치온힘,Social
22,자사운영체제강요구글갑질법원억대과징금적법,Social
23,롤스로이스뺑소니가해자징역년피해자보며웃어질타,Social
24,휴지값돌려줘소송만원받는다,Social
25,대구서경주까지경부고속도로공포의역주행,Social
26,오송참사부실대응혐의공무원명영장기각,Social
27,얼굴물려바늘사살불가들개포획틀까지등장,Social
28,큰일날뻔했네최강한파새벽에세노인시간실종맙소사,Social
29,눈만오면빙판길열선으로효과,Social
30,만여명발묶였던제주공항정상화,Social
31,블랙리스트파기환송심김기춘조윤선대폭감형,Social
32,끝판왕빌런에징역년반성안하고증거인멸판사도극대노,Social
33,일본군위안부는일종의매춘류석춘발언이무죄라는법원,Social
34,문재완신임방심위원불법취득한정보도공익크면보도,Social
35,교육부무전공선발해야지원방침철회,Social
36,단독특혜의혹경북청도조형물작가없이심의통과형식적심의,Social
37,영남지역전세사기피해자들정부와여당피해자구제외면,Social
38,영하도추위속실종된세할아버지시간만에가족품으로,Social
39,고속도로역주행한택시손님빠져나가자했지만,Social
40,전청조자택화장실서극단선택시도뒤늦게알려져,Social
41,위안부는매춘류석춘무죄법원밖까지이어진설전,Social
42,자녀중딸직업군인이면아들면제해달라갑론을박이어져,Social
43,직장인목적분명한사람이일잘러데이터로보는세상,Social
44,전청조옥중서책써서피해보상하고싶다,Social
45,항소심도택배노조손들었다대한통운의교섭거부는부당,Social
46,홍대버스정류장서철거된광고판기댔다가넘어진대숨져,Social
47,손님이반대방향말해서새벽고속도로서대구경주역주행한택시,Social
48,대학무전공선발속도조절올해는강제안한다,Social
49,반대로손님말에역주행택시멈추게한공조,Social
50,무전공입학올해는선택이주호물러서진않겠다종합,Social
51,아이유와사귄적있다전청조유명인거짓친분과시정황,Social
52,한라산넘는눈쌓여빙판길사고속출,Social
53,현장탐사고급차공짜로각서믿었다대출금폭탄에아직빈손,Social
54,최강한파에세노인실종버스기사신고로시간만에구조,Social
55,밀착카메라이젠잘죽는게중요해남은삶더잘살기위한임종체험,Social
56,피해자보고도웃었다롤스로이스운전자징역년,Social
57,아직도판치는가짜뉴스미공개사진장이말하는월의진실,Social
58,의대증원으로의대교육진일보값비싼대가치를것종합,Social
59,전국인문대학장무전공모집중단해야속도조절나선교육부,Social
60,이주호원하는모두늘봄학교보장약속사교육절감될것,Social
61,데일리안오늘뉴스종합이원석검찰총장이보이지않는다광팔지않는타입이어서언론주목도낮을뿐기로에선클린스만호자존심이냐실리냐등,Social
62,전공의들집단행동예고에복지부개인정보수집요구,Social
63,억지라도반성문써야겠다정유정녹취록에담긴말말말,Social
64,검찰태광경영진자택등압수수색억원대부당대출,Social
65,영상톱휘두르며다죽인다무술단경장맨손제압순간,Social
66,심도대한통운이진짜사장노란봉투법다시힘실릴듯,Social
67,전청조자택화장실서극단선택했었다경호팀장달려와,Social
68,단독치매노인같아요버스기사촉세노인가족품으로,Social
69,선박기름백만리터슬쩍억원어치빼돌려,Social
70,서울고법최태원실트론지분인수공정위과징금억취소,Social
71,대학무전공선발추진하되올해는사실상대학자율종합,Social
72,권영세사천논란한동훈김경율정치경험없어나온실수뉴스와이드,Social
73,출소후또다시대이웃성폭행한살인전과자항소했다형량,Social
74,또래살인정유정가족접견때억지로라도성의반성문적어야겠다말해,Social
75,단독한가게수조밝아지더니스파크팍팍서천시장발화영상단독입수,Social
76,분동안고속도로역주행빠져나갈수있는데계속역주행,Social
77,동네빵집사장님도중대재해처벌법대상노동부장관주장따져보니,Social
