,titles,category
0,전청조옥중에서책써서피해보상하고싶어아직대중관심많아,Social
1,영하도한파에세노인실종버스기사덕분에구조,Social
2,서초구일부터일요일에대형마트문연다,Social
3,송파구년인구만명년째서울시위,Social
4,전세사기피해자울린판결여러분자신을자책하지말라,Social
5,공지영진중권에미안뭐사과까지예전의으로돌아와기쁘다,Social
6,뉴스딱피해자불러와흉기난동제압나선경찰알고보니,Social
7,에어부산년연속김해공항이용객점유율위,Social
8,오늘아침도이하바람까지강해,Social
9,기부왕창업주삼영산업직원집단해고이유는,Social
10,국정농단재판년여만에마무리명기소명유죄,Social
11,위기의응급실의사는얻어맞는데보안요원은어디에,Social
12,뉴스딱울산대왕암공원바다남낙서범붙잡혔다범행이유,Social
13,왜똥오줌못가려대생후달강아지에게한짓경악,Social
14,배변못가려서강아지마리창밖던져죽인대징역형,Social
15,동료여대생성폭행후길바닥에두고도주한남성구속송치,Social
16,전청조자택서극단선택시도했었다경호팀장오열,Social
17,추위가기회예요한파가반가운사람들,Social
18,사상첫검사탄핵위헌여부변론시작,Social
19,조선일보논설주간김여사지침에친윤뭉쳐복창석도못건져,Social
20,서울시노후주택단열창호조명교체지원,Social
21,이틀에한명사망대부분떨어짐사고,Social
22,대성폭행한살인전과자심형량늘어징역년,Social
23,시골학교바꿨더니올해입학생명명,Social
24,검붉은화엄사홍매화천연기념물지정,Social
25,추위가기회예요한파가반가운사람들,Social
26,경인선구로역신호장애발생열차운행지연,Social
27,류석춘위안부는매춘발언무죄법원밖이어진설전,Social
28,시골학교바꿨더니올해입학생명명,Social
29,영하도에실종된세노인시간만에무사귀가해,Social
30,홍대정류장철거광고판에기댔다가콰당결국숨져,Social
31,근무지이탈도모자라순찰차사적이용울릉경찰간부왜이러나,Social
32,전청조시그니엘서극단적선택시도했었다경호팀장오열,Social
33,의대증원두고이견차여전의협오늘규탄집회,Social
34,대표이름연락처제출전공의압박,Social
35,중국인찍지마만지지마영국피아니스트날벼락잇슈키워드,Social
36,아침영하도나흘째출근길강추위낮부터조금씩누그러져,Social
37,배변못가려생후달강아지마리창밖으로던진대여성,Social
38,억연달아당첨복권등남성에싹공개잇슈키워드,Social
39,우리애당뇨걸려요음료두캔서비스가부른갑질잇슈키워드,Social
40,사반제보년키운나무베어간남성들겨울철땔감때문,Social
41,사반제보건물전봇대돌진한차량운전자는담벼락넘어도주,Social
42,억대전세사기에자책말길판사당부의말에법정눈물바다,Social
43,차끌며라이브에주차장소화기난사도막나가는촉법소년,Social
44,르포고물가에도반했다절약의성지된동대문일요시장,Social
45,생후개월배변못가린다고강아지창밖으로던진주인,Social
46,법원최태원실트론지분인수공정위제재취소,Social
47,음식냄새아니라발암물질요리매연주의,Social
48,교육부음대입시비리의혹경희대현장조사경찰은압수수색,Social
49,피해자보고웃어마약롤스로이스징역년,Social
50,분택시타고왔다혹한뚫고소아과로일상돼버린오픈런,Social
51,억썼네참어이없다억복권당첨놀라운근황,Social
52,교장명예퇴직년새배,Social
53,달러돈봉투강수현양주시장검찰로또다시직상실위기,Social
54,차량지붕에쌓인눈그냥뒀다간예상치못한사고로,Social
55,입사일차상여금못받아억울노동부신고해야하나요,Social
56,인요한김건희우리가더품격있게대해야언론집중지나쳐,Social
57,친절한이웃인줄알았는데남편과동대표불륜에악몽시작,Social
58,강추위속실종된세할아버지버스기사덕에가족품으로,Social
59,무기징역에고개갸웃거린최윤종하루만에항소,Social
60,내연녀가준억장모통장으로받아쓴공무원청탁금지법무죄,Social
61,자막뉴스쿠팡물건열심히배송했는데단체로돌연날벼락,Social
62,철거된줄모르고기댔다가서울버스정류장서넘어져숨져,Social
63,광주주택화재로명사상달리던차량에서불,Social
64,굿모닝브리핑지구종말초전핵기후변화위협더커져,Social
65,빙판언덕길꽈당도로블랙아이스쾅안전요령준수밖엔답없어,Social
66,강아지마리창밖으로던진대이유가배변못가려서,Social
67,아들의폭력가정폭력모방의심주호민아동학대신고당해,Social
68,실물과다른증명사진이제안돼흉악범동의없이머그샷공개,Social
69,배변못가려새끼강아지두마리아파트창밖던져,Social
70,코드찍었더니개인정보탈탈늘어나는큐싱사기,Social
71,부모님한숨놓겠네초밤시까지학교에서돌본다,Social
72,각자할일도한자리모여독서실대신각할모아시나요,Social
73,중국서온샤넬루이비통짝퉁샀다가발암물질배날벼락,Social
74,왜연락안받아드라이버로전여친집문열려한대항소심감형,Social
75,광주주택화재로대남편사망대아내중상,Social
76,소리없이조여오다꽉큰일교차이뇌졸중치명적,Social
77,왜혼자서충북서연이은고독사사회적고립막아야,Social
78,타이이스타젯배임이상직유죄전사위특혜채용수사탄력,Social
