,titles,category
0,두국가체제가유일해법이스라엘압박종합보,World
1,대규모부양책없는경제성장가능할까베이징노트,World
2,러시아지원받으며전쟁악화더많은미사일전달될듯,World
3,억인도무슬림떤다모디집전한힌두교사원봉헌뭐길래,World
4,비트코인승인후하락세지속한때만달러아래로,World
5,미국경제골디락스에도바이든싫어왜,World
6,바이든의승부수여성의낙태권완전히회복시킬것,World
7,뉴햄프셔경선헤일리트럼프겁먹고있다트럼프큰표차로승리,World
8,아랍중재국가자전쟁종식목표로협상압박,World
9,르포강점인외교문제내세운헤일리불타는세계혼란은더안돼,World
10,디샌티스후보사퇴공화경선트럼프헤일리양자대결로,World
11,트럼프헤일리일뉴햄프셔외나무다리대결경선분수령,World
12,러시아의북한산미사일사용에한미등개국심각한문제,World
13,북극한파가고이번엔폭우진눈깨비천만명홍수위험,World
14,애플비전프로판매초반호조사전주문일간최대만대,World
15,러북무기사용발뺌하면서서방우크라무기지원비판,World
16,뉴햄프셔경선대세트럼프에눈도장행렬부통령후보군지지연설경쟁,World
17,디샌티스중도하차하며트럼프지지트럼프대세론업고헤일리도사퇴를,World
18,파벌해산에도시큰둥기시다지지율여전히최저,World
19,종교분쟁지모스크터에호화힌두사원개관,World
20,트럼프독주에부통령후보들눈도장경쟁,World
21,마이웨이네타냐후휴전인질석방협상거부와도파열음,World
22,딥페이크선거운동우려됐는데뉴햄프셔에바이든가짜전화,World
23,러무기사용발뺌하면서서방우크라무기지원비판,World
24,세라이베리아대통령취임사중휘청두차례중단해프닝,World
25,최고미인이우크라인미스일본등에불거진논란,World
26,코소보월일부터유로화만사용세르비아강력반발,World
27,알맹이는일본인그자체미인대회대상차지한여성,World
28,영국강타한시속폭풍에국내선이파리공항에착륙,World
29,강바닥서나온녹슨칼고대바이킹전설의검이었다,World
30,국내선이파리공항에착륙시속강풍에우회,World
31,억짜리원룸억됐다중산층붕괴경고등,World
32,리틀트럼프디샌티스사퇴트럼프헤일리양자구도로,World
33,윈난성산사태명매몰북극한파에사망자속출,World
34,성공인듯성공아닌달탐사선시간반만에전력끊겨,World
35,미인대회왕관쓴여성일본아니었다멘붕빠진누리꾼들,World
36,중국윈난성에서산사태로명매몰새해첫한파에몸살,World
37,이스라엘군가자남부서올들어가장치열한전투,World
38,백인처럼보이죠논란의미인대회등대,World
39,일본의달탐사선착륙시간반만에전기끊겨향후대비,World
40,날개단증시장중한때만까지치솟아,World
41,영국강타한겨울폭풍이샤전역에강풍경보내려져,World
42,탐사선달착륙시간반만에전력끊겨표면탐사는못한듯종합,World
43,무기일까러선박에서화물나르는장면포착,World
44,폴란드새총리우크라방문지원천명하며경제갈등논의,World
45,인도최악의종교분쟁지역에들어선힌두교사원총선앞둔모디의힌두민족주의노골화,World
46,디샌티스중도하차헤일리양자대결트럼프바이든막자,World
47,러시아선박나진항서화물선적위성사진포착,World
48,권도형의테라폼랩스파산보호신청부채억,World
49,년보존놀랍다강바닥진흙서나온바이킹전설의검,World
50,겨울폭풍미국이어유럽강타결항정전에피해속출,World
51,네타냐후국해법받아들여라각국외무장관끈질긴반대성토하며브뤼셀회동,World
52,윈난성산사태명매몰북극한파에사망자속출,World
53,영국전역이례적인겨울폭풍비행기도착륙하다포기,World
54,디샌티스결국백기트럼프로더기운미국공화당대선후보경선,World
55,선생님앞에서알몸으로만세물방울검사논란,World
56,막을수없는이남자맞서여성이승리해야성별꺼내든이여자,World
57,월드이슈막오른미국대선바이든트럼프,World
58,양자대결된공화당경선트럼프뉴햄프셔에서끝낼까,World
59,소아성애냐거센민원에결국광고삭제,World
60,맵브리핑끝나지않는국제분쟁올해는,World
61,리틀트럼프디샌티스맥없이경선하차어쩌다추락했나,World
62,이스라엘시리아국경서러헬기수상한비행,World
